App > Industry/Discipline > Module,Simulation Name,Duration (Min),Learning Objective,Standards Body > Category,Standards
VTF-EC  >  Electrical Construction  >  Electrical Construction,Conduit Bending: Introduction to Offsets,30,Trainee will orient to tasks and prepare materials for an offset conduit bend.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,"GS.1910.29 > Fall protection systems and falling object protection-criteria and practices - workplace clean  Workers in many diverse general industry workplaces are exposed to
  walking-working surface hazards that can result in slips, trips, falls
  and other injuries or fatalities."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Conduit Bending: Preparing and Performing Offsets,30,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.28 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Conduit Bending: Preparing and Performing Offsets,30,Trainee will bend conduit around an obstacle.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.28 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Conduit Bending: Preparing and Performing Offsets,30,Trainee will calculate and perform an offset bend around an obstacle.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.28 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Conduit Bending: Preparing and Performing Offsets,30,Trainee will measure an obstruction to bend conduit around it.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.28 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Conduit Bending: Preparing and Performing Offsets,30,Trainee will mark conduit to bend around an obstacle.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.28 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Conduit Bending: Preparing and Performing Offsets,30,Trainee will check conduit bend around obstacle.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.28 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Conduit Bending: Preparing and Performing Offsets,30,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.29 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Conduit Bending: Preparing and Performing Offsets,30,Trainee will bend conduit around an obstacle.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.29 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Conduit Bending: Preparing and Performing Offsets,30,Trainee will calculate and perform an offset bend around an obstacle.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.29 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Conduit Bending: Preparing and Performing Offsets,30,Trainee will measure an obstruction to bend conduit around it.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.29 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Conduit Bending: Preparing and Performing Offsets,30,Trainee will mark conduit to bend around an obstacle.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.29 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Conduit Bending: Preparing and Performing Offsets,30,Trainee will check conduit bend around obstacle.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.29 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Horizontal Conduit 2,29,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.28 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Horizontal Conduit 2,29,Trainee will demonstrate how to run conduit between boxes of different heights.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.28 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Horizontal Conduit 2,29,Trainee will install EMT between device boxes of different heights.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.28 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Horizontal Conduit 2,29,Trainee will bend and cut EMT to back-to-back 90 degree bends and correct stub lengths.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.28 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Horizontal Conduit 2,29,Trainee will secure EMT vertically and horizontally.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.28 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Horizontal Conduit 2,29,Trainee will calculate measurements for bending and cutting conduit to be installed between boxes of different heights.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.28 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Horizontal Conduit 2,29,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.29 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Horizontal Conduit 2,29,Trainee will demonstrate how to run conduit between boxes of different heights.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.29 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Horizontal Conduit 2,29,Trainee will install EMT between device boxes of different heights.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.29 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Horizontal Conduit 2,29,Trainee will bend and cut EMT to back-to-back 90 degree bends and correct stub lengths.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.29 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Horizontal Conduit 2,29,Trainee will secure EMT vertically and horizontally.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.29 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Horizontal Conduit 2,29,Trainee will calculate measurements for bending and cutting conduit to be installed between boxes of different heights.,OSHA > OSHA-10: General > Subpart D: Walking & Working Surfaces,GS.1910.29 > Fall protection systems and falling object protection-criteria and practices - workplace clean.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead Branch Conduit 2,19,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead Branch Conduit 2,19,"Trainee will demonstrate how to install EMT conduit that includes overhead supports, couplings, and type-C conduit bodies, per specifications.",OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead Branch Conduit 2,19,Trainee will label conduit with panel and circuit number.,OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead Branch Conduit 2,19,Trainee will install an overhead conduit clip to attach conduit to overhead allthread.,OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead Branch Conduit 2,19,Trainee will install a condulet after every 100 feet or 360° of bends.,OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead Branch Conduit 2,19,"Trainee will use overhead supports, couplings, and type-C conduit bodies to install overhead conduit between two boxes.",OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead Branch Conduit 2,19,Trainee will support overhead conduit within 3 feet of each side.,OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 1,20,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 1,20,Trainee will confirm that the installation will not trigger punch list items.,OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 1,20,"Trainee will demonstrate how to install an overhead MC, with a focus on installing the MC.",OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 1,20,Trainee will identify which circuits stay in a box and which continue on.,OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 1,20,Trainee will install MC into an overhead box.,OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 1,20,Trainee will confirm correct layout for an overhead MC install based on a work assignment print-out.,OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 1,20,Trainee will prepare MC for installation in an overhead box.,OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 2,24,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 2,24,"Trainee will demonstrate how to install and support an overhead MC, with a focus on supporting the MC.",OSHA > OSHA-10: General > Subpart D: Walking-Working Surfaces,"GS.1910.23 > Ladders, Fall protection."
